u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
5,20,40,1,"(0, 1, 2)",id,0
5,20,42,0,"(0, 1, 2)",id,0
5,20,43,0,"(2, 0, 1)",3-cycle,0
5,21,22,0,"(0, 1, 2)",id,0
5,21,23,1,"(0, 2, 1)",transposition,1
5,21,25,0,"(0, 2, 1)",transposition,1
5,21,28,0,"(1, 0, 2)",transposition,1
5,21,29,0,"(0, 1, 2)",id,0
5,21,30,0,"(0, 1, 2)",id,0
5,21,31,0,"(2, 0, 1)",3-cycle,0
5,21,33,0,"(0, 1, 2)",id,0
5,21,35,1,"(0, 2, 1)",transposition,1
5,21,37,0,"(0, 2, 1)",transposition,1
5,21,39,0,"(0, 1, 2)",id,0
5,21,40,1,"(1, 0, 2)",transposition,1
5,21,42,1,"(2, 0, 1)",3-cycle,0
5,22,23,1,"(0, 2, 1)",transposition,1
5,22,29,0,"(0, 1, 2)",id,0
5,22,30,0,"(0, 1, 2)",id,0
5,22,33,1,"(2, 1, 0)",transposition,1
5,22,35,0,"(2, 1, 0)",transposition,1
5,22,37,1,"(1, 2, 0)",3-cycle,0
5,22,39,1,"(2, 1, 0)",transposition,1
5,22,40,0,"(1, 2, 0)",3-cycle,0
5,22,42,0,"(1, 0, 2)",transposition,1
5,23,25,1,"(0, 1, 2)",id,0
5,23,30,0,"(2, 0, 1)",3-cycle,0
5,23,31,0,"(0, 1, 2)",id,0
5,23,34,0,"(1, 2, 0)",3-cycle,0
5,23,35,1,"(1, 0, 2)",transposition,1
5,23,36,0,"(2, 1, 0)",transposition,1
5,23,37,0,"(0, 1, 2)",id,0
5,23,39,1,"(1, 0, 2)",transposition,1
5,23,40,0,"(0, 1, 2)",id,0
5,23,43,0,"(0, 1, 2)",id,0
5,25,28,0,"(0, 2, 1)",transposition,1
5,25,29,1,"(0, 1, 2)",id,0
5,25,30,1,"(2, 0, 1)",3-cycle,0
5,25,31,0,"(2, 1, 0)",transposition,1
5,25,33,0,"(0, 1, 2)",id,0
5,25,34,0,"(0, 1, 2)",id,0
5,25,35,0,"(0, 1, 2)",id,0
5,25,36,1,"(0, 2, 1)",transposition,1
5,25,37,0,"(0, 2, 1)",transposition,1
5,25,39,0,"(1, 0, 2)",transposition,1
5,25,40,1,"(1, 2, 0)",3-cycle,0
5,28,29,1,"(0, 2, 1)",transposition,1
5,28,30,1,"(2, 0, 1)",3-cycle,0
5,28,31,0,"(2, 0, 1)",3-cycle,0
5,28,33,0,"(1, 2, 0)",3-cycle,0
5,28,35,1,"(2, 0, 1)",3-cycle,0
5,28,36,0,"(0, 1, 2)",id,0
5,28,37,0,"(2, 0, 1)",3-cycle,0
5,28,39,0,"(0, 1, 2)",id,0
5,28,42,0,"(0, 1, 2)",id,0
5,28,43,1,"(1, 0, 2)",transposition,1
5,29,30,0,"(0, 1, 2)",id,0
5,29,31,1,"(1, 0, 2)",transposition,1
5,29,34,1,"(0, 1, 2)",id,0
5,29,35,0,"(0, 1, 2)",id,0
5,29,36,1,"(1, 2, 0)",3-cycle,0
5,29,40,0,"(0, 2, 1)",transposition,1
5,29,42,0,"(2, 0, 1)",3-cycle,0
5,29,43,1,"(2, 0, 1)",3-cycle,0
5,30,31,1,"(1, 0, 2)",transposition,1
5,30,34,0,"(2, 1, 0)",transposition,1
5,30,35,1,"(0, 2, 1)",transposition,1
5,30,36,0,"(1, 0, 2)",transposition,1
5,30,40,1,"(2, 0, 1)",3-cycle,0
5,30,42,1,"(1, 0, 2)",transposition,1
5,30,43,0,"(0, 2, 1)",transposition,1
5,31,33,0,"(2, 0, 1)",3-cycle,0
5,31,34,1,"(1, 2, 0)",3-cycle,0
5,31,37,0,"(0, 1, 2)",id,0
5,31,39,0,"(2, 1, 0)",transposition,1
5,31,40,0,"(0, 1, 2)",id,0
5,31,42,1,"(2, 1, 0)",transposition,1
5,31,43,0,"(0, 1, 2)",id,0
5,33,34,0,"(0, 1, 2)",id,0
5,33,35,0,"(0, 1, 2)",id,0
5,33,37,0,"(2, 0, 1)",3-cycle,0
5,33,39,0,"(0, 1, 2)",id,0
5,33,42,1,"(2, 1, 0)",transposition,1
5,33,43,1,"(0, 1, 2)",id,0
5,34,35,0,"(0, 1, 2)",id,0
5,34,36,0,"(2, 0, 1)",3-cycle,0
5,34,39,1,"(2, 0, 1)",3-cycle,0
5,34,40,1,"(1, 0, 2)",transposition,1
5,34,43,0,"(2, 0, 1)",3-cycle,0
5,35,36,1,"(2, 0, 1)",3-cycle,0
5,35,37,1,"(0, 2, 1)",transposition,1
5,35,40,0,"(2, 0, 1)",3-cycle,0
5,35,42,0,"(0, 2, 1)",transposition,1
5,36,37,1,"(2, 0, 1)",3-cycle,0
5,36,39,0,"(0, 1, 2)",id,0
5,36,42,0,"(0, 1, 2)",id,0
5,36,43,0,"(2, 1, 0)",transposition,1
5,37,39,0,"(2, 1, 0)",transposition,1
5,37,40,0,"(0, 1, 2)",id,0
5,37,43,0,"(0, 1, 2)",id,0
5,39,40,1,"(2, 1, 0)",transposition,1
5,39,42,0,"(0, 1, 2)",id,0
5,40,42,0,"(2, 1, 0)",transposition,1
5,40,43,0,"(0, 1, 2)",id,0
5,42,43,1,"(2, 0, 1)",3-cycle,0
6,7,8,0,"(2, 1, 0)",transposition,1
6,7,11,0,"(2, 1, 0)",transposition,1
6,7,14,1,"(0, 1, 2)",id,0
6,7,16,1,"(0, 2, 1)",transposition,1
6,7,19,0,"(2, 1, 0)",transposition,1
6,7,22,1,"(0, 2, 1)",transposition,1
6,7,24,1,"(2, 1, 0)",transposition,1
6,7,27,0,"(2, 1, 0)",transposition,1
6,7,30,1,"(2, 1, 0)",transposition,1
6,7,32,1,"(2, 0, 1)",3-cycle,0
6,7,33,1,"(0, 1, 2)",id,0
6,7,34,1,"(1, 0, 2)",transposition,1
6,7,35,1,"(0, 2, 1)",transposition,1
6,7,36,0,"(2, 1, 0)",transposition,1
6,7,39,0,"(2, 1, 0)",transposition,1
6,7,42,0,"(2, 1, 0)",transposition,1
6,8,10,0,"(0, 1, 2)",id,0
6,8,13,1,"(0, 2, 1)",transposition,1
6,8,16,1,"(1, 2, 0)",3-cycle,0
6,8,18,0,"(0, 1, 2)",id,0
6,8,21,1,"(0, 1, 2)",id,0
6,8,24,1,"(0, 1, 2)",id,0
6,8,26,0,"(0, 1, 2)",id,0
6,8,29,1,"(0, 2, 1)",transposition,1
6,8,32,1,"(1, 0, 2)",transposition,1
6,8,33,0,"(0, 1, 2)",id,0
6,8,34,0,"(0, 1, 2)",id,0
6,8,35,0,"(0, 1, 2)",id,0
6,8,36,1,"(2, 1, 0)",transposition,1
6,8,39,1,"(2, 1, 0)",transposition,1
6,8,42,1,"(1, 2, 0)",3-cycle,0
6,10,11,0,"(0, 1, 2)",id,0
6,10,13,1,"(2, 1, 0)",transposition,1
6,10,14,1,"(1, 0, 2)",transposition,1
6,10,16,0,"(2, 0, 1)",3-cycle,0
6,10,18,0,"(0, 1, 2)",id,0
6,10,19,1,"(0, 2, 1)",transposition,1
6,10,21,0,"(2, 0, 1)",3-cycle,0
6,10,26,0,"(0, 1, 2)",id,0
6,10,30,0,"(2, 1, 0)",transposition,1
6,10,32,1,"(2, 0, 1)",3-cycle,0
6,10,33,0,"(0, 1, 2)",id,0
6,10,34,0,"(0, 1, 2)",id,0
6,10,35,0,"(0, 1, 2)",id,0
6,10,39,1,"(0, 2, 1)",transposition,1
6,10,40,0,"(1, 2, 0)",3-cycle,0
6,10,42,0,"(2, 1, 0)",transposition,1
6,10,43,1,"(1, 0, 2)",transposition,1
6,11,13,1,"(2, 0, 1)",3-cycle,0
6,11,14,1,"(1, 2, 0)",3-cycle,0
6,11,16,0,"(2, 0, 1)",3-cycle,0
6,11,19,0,"(0, 1, 2)",id,0
6,11,21,0,"(1, 0, 2)",transposition,1
6,11,24,1,"(2, 0, 1)",3-cycle,0
6,11,26,1,"(1, 2, 0)",3-cycle,0
6,11,27,0,"(0, 1, 2)",id,0
6,11,30,0,"(1, 2, 0)",3-cycle,0
6,11,34,1,"(0, 2, 1)",transposition,1
6,11,35,0,"(1, 0, 2)",transposition,1
6,11,36,0,"(0, 1, 2)",id,0
6,11,37,1,"(2, 1, 0)",transposition,1
6,11,39,0,"(0, 1, 2)",id,0
6,11,40,0,"(2, 1, 0)",transposition,1
6,11,42,0,"(0, 1, 2)",id,0
6,13,14,0,"(0, 1, 2)",id,0
6,13,16,1,"(1, 2, 0)",3-cycle,0
6,13,21,0,"(0, 1, 2)",id,0
6,13,22,0,"(0, 1, 2)",id,0
6,13,26,0,"(2, 1, 0)",transposition,1
6,13,27,0,"(1, 0, 2)",transposition,1
6,13,29,0,"(0, 1, 2)",id,0
6,13,30,0,"(0, 1, 2)",id,0
6,13,32,0,"(0, 2, 1)",transposition,1
6,13,33,0,"(1, 0, 2)",transposition,1
6,13,34,1,"(1, 2, 0)",3-cycle,0
6,13,36,1,"(2, 1, 0)",transposition,1
6,13,37,0,"(0, 2, 1)",transposition,1
6,13,39,0,"(1, 0, 2)",transposition,1
6,13,43,1,"(2, 1, 0)",transposition,1
6,14,16,1,"(1, 2, 0)",3-cycle,0
6,14,18,0,"(2, 1, 0)",transposition,1
6,14,19,0,"(2, 0, 1)",3-cycle,0
6,14,21,0,"(0, 1, 2)",id,0
6,14,22,0,"(0, 1, 2)",id,0
6,14,24,0,"(2, 1, 0)",transposition,1
6,14,29,0,"(0, 1, 2)",id,0
6,14,30,0,"(0, 1, 2)",id,0
6,14,33,1,"(0, 1, 2)",id,0
6,14,34,0,"(1, 2, 0)",3-cycle,0
6,14,36,0,"(0, 2, 1)",transposition,1
6,14,37,1,"(1, 0, 2)",transposition,1
6,14,39,1,"(1, 2, 0)",3-cycle,0
6,14,43,0,"(0, 2, 1)",transposition,1
6,16,18,1,"(0, 2, 1)",transposition,1
6,16,21,0,"(0, 2, 1)",transposition,1
6,16,24,0,"(0, 1, 2)",id,0
6,16,27,1,"(1, 0, 2)",transposition,1
6,16,30,0,"(2, 0, 1)",3-cycle,0
6,16,32,0,"(0, 1, 2)",id,0
6,16,33,1,"(1, 0, 2)",transposition,1
6,16,35,0,"(2, 1, 0)",transposition,1
6,16,36,1,"(0, 1, 2)",id,0
6,16,37,0,"(0, 1, 2)",id,0
6,16,40,0,"(0, 1, 2)",id,0
6,16,42,0,"(1, 2, 0)",3-cycle,0
6,16,43,0,"(0, 1, 2)",id,0
6,18,19,0,"(0, 1, 2)",id,0
6,18,21,1,"(1, 2, 0)",3-cycle,0
6,18,22,1,"(1, 0, 2)",transposition,1
6,18,24,0,"(2, 0, 1)",3-cycle,0
6,18,26,0,"(0, 1, 2)",id,0
6,18,27,1,"(1, 0, 2)",transposition,1
6,18,29,0,"(2, 0, 1)",3-cycle,0
6,18,33,0,"(0, 1, 2)",id,0
6,18,34,0,"(0, 1, 2)",id,0
6,18,35,0,"(0, 1, 2)",id,0
6,18,36,0,"(2, 1, 0)",transposition,1
6,18,37,1,"(0, 1, 2)",id,0
6,18,42,1,"(0, 1, 2)",id,0
6,18,43,0,"(1, 0, 2)",transposition,1
6,19,21,1,"(1, 0, 2)",transposition,1
6,19,22,1,"(2, 1, 0)",transposition,1
6,19,24,0,"(2, 0, 1)",3-cycle,0
6,19,27,0,"(0, 1, 2)",id,0
6,19,29,0,"(1, 0, 2)",transposition,1
6,19,32,1,"(2, 1, 0)",transposition,1
6,19,33,1,"(1, 2, 0)",3-cycle,0
6,19,34,0,"(1, 2, 0)",3-cycle,0
6,19,36,0,"(0, 1, 2)",id,0
6,19,39,0,"(0, 1, 2)",id,0
6,19,40,1,"(2, 1, 0)",transposition,1
6,19,42,0,"(0, 1, 2)",id,0
6,19,43,0,"(2, 1, 0)",transposition,1
6,21,22,0,"(0, 1, 2)",id,0
6,21,24,1,"(0, 2, 1)",transposition,1
6,21,29,0,"(0, 1, 2)",id,0
6,21,30,0,"(0, 1, 2)",id,0
6,21,33,1,"(2, 1, 0)",transposition,1
6,21,35,0,"(0, 1, 2)",id,0
6,21,37,1,"(1, 2, 0)",3-cycle,0
6,21,39,1,"(2, 1, 0)",transposition,1
6,21,40,0,"(1, 2, 0)",3-cycle,0
6,21,42,0,"(1, 0, 2)",transposition,1
6,22,24,1,"(0, 2, 1)",transposition,1
6,22,26,0,"(2, 1, 0)",transposition,1
6,22,27,0,"(2, 0, 1)",3-cycle,0
6,22,29,0,"(0, 1, 2)",id,0
6,22,30,0,"(0, 1, 2)",id,0
6,22,32,0,"(2, 1, 0)",transposition,1
6,22,33,0,"(0, 1, 2)",id,0
6,22,35,1,"(0, 2, 1)",transposition,1
6,22,37,0,"(0, 2, 1)",transposition,1
6,22,39,0,"(0, 1, 2)",id,0
6,22,40,1,"(2, 0, 1)",3-cycle,0
6,22,42,1,"(2, 1, 0)",transposition,1
6,24,26,1,"(1, 0, 2)",transposition,1
6,24,29,0,"(0, 2, 1)",transposition,1
6,24,32,0,"(0, 1, 2)",id,0
6,24,34,0,"(2, 1, 0)",transposition,1
6,24,35,1,"(2, 0, 1)",3-cycle,0
6,24,36,0,"(1, 2, 0)",3-cycle,0
6,24,37,0,"(0, 1, 2)",id,0
6,24,39,1,"(0, 1, 2)",id,0
6,24,40,0,"(0, 1, 2)",id,0
6,24,43,0,"(0, 1, 2)",id,0
6,26,27,0,"(0, 2, 1)",transposition,1
6,26,29,1,"(2, 1, 0)",transposition,1
6,26,30,1,"(1, 2, 0)",3-cycle,0
6,26,32,0,"(0, 1, 2)",id,0
6,26,33,0,"(0, 1, 2)",id,0
6,26,34,0,"(0, 1, 2)",id,0
6,26,35,0,"(0, 1, 2)",id,0
6,26,36,1,"(0, 2, 1)",transposition,1
6,26,37,0,"(2, 0, 1)",3-cycle,0
6,26,39,0,"(2, 1, 0)",transposition,1
6,26,40,1,"(0, 2, 1)",transposition,1
6,27,29,1,"(2, 1, 0)",transposition,1
6,27,30,1,"(1, 0, 2)",transposition,1
6,27,32,0,"(2, 0, 1)",3-cycle,0
6,27,33,0,"(1, 0, 2)",transposition,1
6,27,35,1,"(2, 1, 0)",transposition,1
6,27,36,0,"(0, 1, 2)",id,0
6,27,37,0,"(2, 1, 0)",transposition,1
6,27,39,0,"(0, 1, 2)",id,0
6,27,42,0,"(0, 1, 2)",id,0
6,27,43,1,"(1, 2, 0)",3-cycle,0
6,29,30,0,"(0, 1, 2)",id,0
6,29,32,1,"(1, 0, 2)",transposition,1
6,29,34,0,"(0, 1, 2)",id,0
6,29,35,1,"(1, 2, 0)",3-cycle,0
6,29,36,0,"(1, 0, 2)",transposition,1
6,29,40,1,"(1, 0, 2)",transposition,1
6,29,42,1,"(0, 1, 2)",id,0
6,29,43,0,"(0, 1, 2)",id,0
6,30,32,1,"(1, 0, 2)",transposition,1
6,30,34,1,"(1, 0, 2)",transposition,1
6,30,35,0,"(0, 1, 2)",id,0
6,30,36,1,"(1, 2, 0)",3-cycle,0
6,30,40,0,"(0, 2, 1)",transposition,1
6,30,42,0,"(2, 0, 1)",3-cycle,0
6,30,43,1,"(2, 1, 0)",transposition,1
6,32,33,0,"(2, 1, 0)",transposition,1
6,32,34,1,"(1, 0, 2)",transposition,1
6,32,37,0,"(0, 1, 2)",id,0
6,32,39,0,"(1, 2, 0)",3-cycle,0
6,32,40,0,"(0, 1, 2)",id,0
6,32,42,1,"(0, 2, 1)",transposition,1
6,32,43,0,"(0, 1, 2)",id,0
6,33,34,0,"(0, 1, 2)",id,0
6,33,35,0,"(0, 1, 2)",id,0
6,33,37,0,"(0, 1, 2)",id,0
6,33,39,0,"(0, 2, 1)",transposition,1
6,33,42,1,"(0, 1, 2)",id,0
6,33,43,1,"(2, 0, 1)",3-cycle,0
6,34,35,0,"(0, 1, 2)",id,0
6,34,36,0,"(0, 1, 2)",id,0
6,34,39,1,"(2, 1, 0)",transposition,1
6,34,40,1,"(1, 2, 0)",3-cycle,0
6,34,43,0,"(0, 1, 2)",id,0
6,35,36,1,"(2, 1, 0)",transposition,1
6,35,37,1,"(1, 0, 2)",transposition,1
6,35,40,0,"(2, 1, 0)",transposition,1
6,35,42,0,"(0, 1, 2)",id,0
6,36,37,1,"(2, 0, 1)",3-cycle,0
6,36,39,0,"(0, 1, 2)",id,0
6,36,42,0,"(0, 1, 2)",id,0
6,36,43,0,"(0, 1, 2)",id,0
6,37,39,0,"(0, 2, 1)",transposition,1
6,37,40,0,"(0, 1, 2)",id,0
6,37,43,0,"(0, 1, 2)",id,0
6,39,40,1,"(0, 1, 2)",id,0
6,39,42,0,"(0, 1, 2)",id,0
6,40,42,0,"(2, 1, 0)",transposition,1
6,40,43,0,"(0, 1, 2)",id,0
6,42,43,1,"(2, 0, 1)",3-cycle,0
7,8,15,0,"(0, 1, 2)",id,0
7,8,16,0,"(0, 1, 2)",id,0
7,8,23,0,"(0, 1, 2)",id,0
7,8,24,0,"(0, 1, 2)",id,0
7,8,31,0,"(0, 1, 2)",id,0
7,8,32,0,"(0, 1, 2)",id,0
7,8,33,1,"(2, 0, 1)",3-cycle,0
7,8,34,1,"(0, 1, 2)",id,0
7,8,35,1,"(2, 0, 1)",3-cycle,0
7,8,36,1,"(2, 1, 0)",transposition,1
7,8,38,1,"(2, 1, 0)",transposition,1
7,8,39,1,"(0, 1, 2)",id,0
7,8,41,1,"(2, 0, 1)",3-cycle,0
7,8,42,1,"(2, 0, 1)",3-cycle,0
7,8,44,1,"(2, 0, 1)",3-cycle,0
7,9,11,0,"(0, 1, 2)",id,0
7,9,14,0,"(1, 2, 0)",3-cycle,0
7,9,15,1,"(2, 0, 1)",3-cycle,0
7,9,16,1,"(2, 1, 0)",transposition,1
7,9,17,0,"(0, 1, 2)",id,0
7,9,22,1,"(1, 2, 0)",3-cycle,0
7,9,24,0,"(2, 1, 0)",transposition,1
7,9,25,0,"(0, 1, 2)",id,0
7,9,27,1,"(0, 1, 2)",id,0
7,9,31,0,"(2, 0, 1)",3-cycle,0
7,9,33,0,"(0, 1, 2)",id,0
7,9,34,0,"(0, 1, 2)",id,0
7,9,35,0,"(0, 1, 2)",id,0
7,9,39,0,"(2, 0, 1)",3-cycle,0
7,9,41,1,"(1, 0, 2)",transposition,1
7,9,42,1,"(1, 0, 2)",transposition,1
7,9,44,0,"(2, 0, 1)",3-cycle,0
7,11,14,0,"(1, 0, 2)",transposition,1
7,11,15,1,"(2, 0, 1)",3-cycle,0
7,11,16,1,"(2, 1, 0)",transposition,1
7,11,17,1,"(1, 2, 0)",3-cycle,0
7,11,19,0,"(0, 1, 2)",id,0
7,11,24,0,"(2, 0, 1)",3-cycle,0
7,11,27,0,"(0, 1, 2)",id,0
7,11,30,1,"(0, 1, 2)",id,0
7,11,31,0,"(2, 1, 0)",transposition,1
7,11,34,0,"(1, 0, 2)",transposition,1
7,11,35,1,"(0, 2, 1)",transposition,1
7,11,36,0,"(0, 1, 2)",id,0
7,11,38,1,"(1, 0, 2)",transposition,1
7,11,39,0,"(0, 1, 2)",id,0
7,11,42,0,"(0, 1, 2)",id,0
7,11,44,0,"(1, 0, 2)",transposition,1
7,14,15,1,"(1, 2, 0)",3-cycle,0
7,14,16,1,"(1, 2, 0)",3-cycle,0
7,14,19,1,"(1, 2, 0)",3-cycle,0
7,14,22,0,"(0, 1, 2)",id,0
7,14,24,0,"(2, 0, 1)",3-cycle,0
7,14,25,1,"(0, 2, 1)",transposition,1
7,14,30,0,"(0, 1, 2)",id,0
7,14,31,0,"(1, 2, 0)",3-cycle,0
7,14,33,1,"(1, 2, 0)",3-cycle,0
7,14,34,0,"(1, 0, 2)",transposition,1
7,14,36,1,"(0, 2, 1)",transposition,1
7,14,38,0,"(0, 1, 2)",id,0
7,14,39,0,"(1, 0, 2)",transposition,1
7,14,41,0,"(0, 1, 2)",id,0
7,14,44,0,"(0, 1, 2)",id,0
7,15,16,0,"(0, 1, 2)",id,0
7,15,17,0,"(1, 2, 0)",3-cycle,0
7,15,19,0,"(2, 1, 0)",transposition,1
7,15,22,0,"(2, 0, 1)",3-cycle,0
7,15,23,0,"(0, 1, 2)",id,0
7,15,24,0,"(0, 1, 2)",id,0
7,15,31,0,"(0, 1, 2)",id,0
7,15,32,0,"(0, 1, 2)",id,0
7,15,33,0,"(0, 1, 2)",id,0
7,15,35,1,"(2, 0, 1)",3-cycle,0
7,15,36,1,"(1, 0, 2)",transposition,1
7,15,38,0,"(0, 1, 2)",id,0
7,15,41,1,"(2, 1, 0)",transposition,1
7,15,42,0,"(2, 1, 0)",transposition,1
7,16,23,0,"(0, 1, 2)",id,0
7,16,24,0,"(0, 1, 2)",id,0
7,16,25,0,"(2, 0, 1)",3-cycle,0
7,16,27,0,"(1, 2, 0)",3-cycle,0
7,16,30,0,"(0, 2, 1)",transposition,1
7,16,31,0,"(0, 1, 2)",id,0
7,16,32,0,"(0, 1, 2)",id,0
7,16,33,1,"(2, 0, 1)",3-cycle,0
7,16,35,0,"(1, 2, 0)",3-cycle,0
7,16,36,0,"(1, 2, 0)",3-cycle,0
7,16,38,1,"(2, 1, 0)",transposition,1
7,16,41,0,"(0, 2, 1)",transposition,1
7,16,42,1,"(1, 0, 2)",transposition,1
7,17,19,0,"(0, 2, 1)",transposition,1
7,17,22,0,"(1, 2, 0)",3-cycle,0
7,17,23,1,"(2, 0, 1)",3-cycle,0
7,17,24,1,"(0, 1, 2)",id,0
7,17,25,0,"(0, 1, 2)",id,0
7,17,30,1,"(2, 0, 1)",3-cycle,0
7,17,32,0,"(2, 1, 0)",transposition,1
7,17,33,0,"(0, 1, 2)",id,0
7,17,34,0,"(0, 1, 2)",id,0
7,17,35,0,"(0, 1, 2)",id,0
7,17,36,1,"(0, 2, 1)",transposition,1
7,17,38,0,"(2, 0, 1)",3-cycle,0
7,17,42,0,"(2, 0, 1)",3-cycle,0
7,17,44,1,"(1, 0, 2)",transposition,1
7,19,22,0,"(1, 0, 2)",transposition,1
7,19,23,1,"(2, 1, 0)",transposition,1
7,19,24,1,"(0, 1, 2)",id,0
7,19,25,1,"(0, 2, 1)",transposition,1
7,19,27,0,"(0, 1, 2)",id,0
7,19,32,0,"(2, 0, 1)",3-cycle,0
7,19,33,0,"(1, 0, 2)",transposition,1
7,19,34,1,"(1, 2, 0)",3-cycle,0
7,19,36,0,"(0, 1, 2)",id,0
7,19,38,0,"(1, 0, 2)",transposition,1
7,19,39,0,"(0, 1, 2)",id,0
7,19,41,1,"(0, 1, 2)",id,0
7,19,42,0,"(0, 1, 2)",id,0
7,22,23,1,"(1, 2, 0)",3-cycle,0
7,22,24,1,"(2, 0, 1)",3-cycle,0
7,22,27,1,"(1, 2, 0)",3-cycle,0
7,22,30,0,"(0, 1, 2)",id,0
7,22,32,0,"(2, 0, 1)",3-cycle,0
7,22,33,0,"(1, 0, 2)",transposition,1
7,22,35,1,"(0, 2, 1)",transposition,1
7,22,38,0,"(0, 1, 2)",id,0
7,22,39,1,"(2, 0, 1)",3-cycle,0
7,22,41,0,"(0, 1, 2)",id,0
7,22,42,0,"(1, 0, 2)",transposition,1
7,22,44,0,"(0, 1, 2)",id,0
7,23,24,0,"(0, 1, 2)",id,0
7,23,25,0,"(0, 1, 2)",id,0
7,23,27,0,"(2, 1, 0)",transposition,1
7,23,30,0,"(2, 0, 1)",3-cycle,0
7,23,31,0,"(0, 1, 2)",id,0
7,23,32,0,"(0, 1, 2)",id,0
7,23,34,1,"(0, 1, 2)",id,0
7,23,35,0,"(2, 0, 1)",3-cycle,0
7,23,36,0,"(2, 1, 0)",transposition,1
7,23,39,1,"(0, 1, 2)",id,0
7,23,41,0,"(2, 0, 1)",3-cycle,0
7,23,44,1,"(2, 1, 0)",transposition,1
7,24,31,0,"(0, 1, 2)",id,0
7,24,32,0,"(0, 1, 2)",id,0
7,24,34,0,"(0, 1, 2)",id,0
7,24,35,1,"(2, 0, 1)",3-cycle,0
7,24,36,1,"(0, 1, 2)",id,0
7,24,39,0,"(0, 1, 2)",id,0
7,24,41,1,"(1, 2, 0)",3-cycle,0
7,24,44,0,"(0, 2, 1)",transposition,1
7,25,27,0,"(1, 2, 0)",3-cycle,0
7,25,30,0,"(1, 2, 0)",3-cycle,0
7,25,31,1,"(0, 1, 2)",id,0
7,25,32,1,"(2, 1, 0)",transposition,1
7,25,33,0,"(0, 1, 2)",id,0
7,25,34,0,"(0, 1, 2)",id,0
7,25,35,0,"(0, 1, 2)",id,0
7,25,36,0,"(2, 0, 1)",3-cycle,0
7,25,38,1,"(0, 1, 2)",id,0
7,25,39,1,"(1, 0, 2)",transposition,1
7,25,41,0,"(2, 0, 1)",3-cycle,0
7,27,30,0,"(1, 0, 2)",transposition,1
7,27,31,1,"(0, 2, 1)",transposition,1
7,27,32,1,"(2, 0, 1)",3-cycle,0
7,27,33,1,"(0, 2, 1)",transposition,1
7,27,35,0,"(1, 0, 2)",transposition,1
7,27,36,0,"(0, 1, 2)",id,0
7,27,39,0,"(0, 1, 2)",id,0
7,27,41,0,"(1, 0, 2)",transposition,1
7,27,42,0,"(0, 1, 2)",id,0
7,27,44,1,"(0, 1, 2)",id,0
7,30,31,1,"(2, 0, 1)",3-cycle,0
7,30,32,1,"(0, 2, 1)",transposition,1
7,30,34,1,"(0, 2, 1)",transposition,1
7,30,35,0,"(1, 0, 2)",transposition,1
7,30,36,0,"(1, 0, 2)",transposition,1
7,30,38,0,"(0, 1, 2)",id,0
7,30,41,0,"(0, 1, 2)",id,0
7,30,42,1,"(1, 2, 0)",3-cycle,0
7,30,44,0,"(0, 1, 2)",id,0
7,31,32,0,"(0, 1, 2)",id,0
7,31,33,1,"(1, 2, 0)",3-cycle,0
7,31,34,0,"(0, 1, 2)",id,0
7,31,38,1,"(2, 0, 1)",3-cycle,0
7,31,39,0,"(2, 1, 0)",transposition,1
7,31,42,1,"(2, 0, 1)",3-cycle,0
7,31,44,0,"(0, 1, 2)",id,0
7,32,33,0,"(0, 1, 2)",id,0
7,32,34,1,"(2, 1, 0)",transposition,1
7,32,38,0,"(0, 2, 1)",transposition,1
7,32,39,1,"(2, 1, 0)",transposition,1
7,32,42,0,"(0, 1, 2)",id,0
7,32,44,1,"(2, 0, 1)",3-cycle,0
7,33,34,0,"(0, 1, 2)",id,0
7,33,35,0,"(0, 1, 2)",id,0
7,33,38,0,"(2, 1, 0)",transposition,1
7,33,39,1,"(0, 1, 2)",id,0
7,33,41,1,"(2, 0, 1)",3-cycle,0
7,33,42,0,"(1, 2, 0)",3-cycle,0
7,34,35,0,"(0, 1, 2)",id,0
7,34,36,1,"(0, 2, 1)",transposition,1
7,34,38,1,"(2, 1, 0)",transposition,1
7,34,39,0,"(0, 2, 1)",transposition,1
7,34,44,0,"(0, 1, 2)",id,0
7,35,36,0,"(0, 2, 1)",transposition,1
7,35,41,0,"(0, 1, 2)",id,0
7,35,42,1,"(2, 1, 0)",transposition,1
7,35,44,1,"(1, 0, 2)",transposition,1
7,36,38,1,"(2, 1, 0)",transposition,1
7,36,39,0,"(0, 1, 2)",id,0
7,36,41,0,"(1, 0, 2)",transposition,1
7,36,42,0,"(0, 1, 2)",id,0
7,38,41,0,"(0, 1, 2)",id,0
7,38,42,0,"(0, 1, 2)",id,0
7,38,44,0,"(0, 1, 2)",id,0
7,39,41,1,"(2, 0, 1)",3-cycle,0
7,39,42,0,"(0, 1, 2)",id,0
7,39,44,0,"(0, 1, 2)",id,0
7,41,44,0,"(0, 1, 2)",id,0
7,42,44,1,"(0, 2, 1)",transposition,1
8,10,12,0,"(0, 2, 1)",transposition,1
8,10,13,0,"(1, 2, 0)",3-cycle,0
8,10,15,1,"(2, 0, 1)",3-cycle,0
8,10,16,1,"(2, 1, 0)",transposition,1
8,10,18,0,"(0, 1, 2)",id,0
8,10,21,1,"(0, 1, 2)",id,0
